rally_id,game_id,match_id,rally_number,winning_team_id,serving_team_id,serving_player_id,returning_team_id,returning_player_id,thirdshot_player_id,third_shot_type,timeout,timeout_team_id,rally_length,ending_type,ending_player_id
R34785,G813,M613,30,T644,T643,P757,T644,P758,P757,Drive,N,N/A,17,Error,P757
R34786,G813,M613,31,T644,T643,P756,T644,P304,P756,Drive,N,N/A,12,Winner,P758
R34789,G813,M613,34,T644,T643,P757,T644,P758,P756,Drop,N,N/A,9,Error,P757
R34790,G813,M613,35,T644,T643,P756,T644,P304,P756,Drop,N,N/A,7,Error,P757
R34793,G813,M613,38,T644,T643,P757,T644,P758,N/A,N/A,N,N/A,1,Unforced Error,P757
R34794,G813,M613,39,T644,T643,P756,T644,P304,P756,Drive,N,N/A,5,Error,P757
R34797,G813,M613,42,T643,T643,P757,T644,P758,P756,Drop,N,N/A,9,Winner,P757
R17025,G394,M256,58,T342,T342,P457,T341,P456,N/A,Drive,N,N/A,6,Unforced Error,P455
R16970,G394,M256,3,T341,T342,P220,T341,P456,N/A,Drive,N,N/A,3,Unforced Error,P220
R16974,G394,M256,7,T341,T342,P457,T341,P456,N/A,Drop,N,N/A,5,Error,P220
R16976,G394,M256,9,T341,T342,P220,T341,P456,N/A,Drop,N,N/A,10,Winner,P456
R16980,G394,M256,13,T341,T342,P220,T341,P455,N/A,Drive,N,N/A,7,Unforced Error,P457
R16981,G394,M256,14,T342,T342,P457,T341,P456,N/A,Drop,N,N/A,9,Winner,P457
R16982,G394,M256,15,T341,T342,P457,T341,P455,N/A,Drop,N,N/A,3,Unforced Error,P220
R16987,G394,M256,20,T341,T342,P457,T341,P455,N/A,Drop,N,N/A,3,Unforced Error,P220
R16988,G394,M256,21,T342,T342,P220,T341,P456,N/A,Drive,N,N/A,4,Error,P455
R16969,G394,M256,2,T341,T342,P457,T341,P455,N/A,Drop,N,N/A,5,Unforced Error,P457
R16975,G394,M256,8,T342,T342,P220,T341,P455,N/A,Drive,N,N/A,3,Winner,P220
R16989,G394,M256,22,T341,T342,P220,T341,P455,N/A,Drop,N,N/A,6,Winner,P456
R16993,G394,M256,26,T342,T342,P220,T341,P456,N/A,Drop,N,N/A,6,Unforced Error,P455
R16994,G394,M256,27,T342,T342,P220,T341,P455,N/A,Drop,N,N/A,4,Unforced Error,P455
R16996,G394,M256,29,T341,T342,P220,T341,P455,N/A,Drive,N,N/A,7,Error,P220
R13296,G308,M192,24,T269,T269,P75,T268,P62,P75,Drive,N,N/A,4,Other,N/A
R13274,G308,M192,2,T269,T269,P75,T268,P363,P238,Drop,N,N/A,6,Error,P62
R13275,G308,M192,3,T269,T269,P75,T268,P62,P238,Drive,N,N/A,6,Error,P363
R13276,G308,M192,4,T268,T269,P75,T268,P363,P238,Lob,N,N/A,12,Winner,P62
R13277,G308,M192,5,T268,T269,P238,T268,P62,P238,Drop,N,N/A,15,Error,P238
R13281,G308,M192,9,T268,T269,P75,T268,P62,P238,Drop,N,N/A,5,Error,P238
R13282,G308,M192,10,T268,T269,P238,T268,P363,P238,Drop,N,N/A,5,Error,P238
R13289,G308,M192,17,T269,T269,P238,T268,P62,P238,Drop,N,N/A,10,Error,P363
R13295,G308,M192,23,T268,T269,P238,T268,P363,P238,Drop,N,N/A,7,Error,P75
R13297,G308,M192,25,T269,T269,P75,T268,P363,P238,Drop,N,N/A,8,Error,P62
R13303,G308,M192,31,T269,T269,P75,T268,P62,P238,Drop,N,N/A,4,Error,P62
R13304,G308,M192,32,T269,T269,P75,T268,P363,N/A,Drive,N,N/A,2,Error,P363
R13287,G308,M192,15,T269,T269,P75,T268,P62,P238,Drop,N,N/A,8,Other,N/A
R13284,G308,M192,12,T269,T268,P62,T269,P238,P62,Drop,N,N/A,13,Other,N/A
R13292,G308,M192,20,T269,T268,P363,T269,P75,P62,Drop,N,N/A,7,Other,N/A
R13309,G308,M192,37,T269,T268,P363,T269,P75,P363,Drop,N,N/A,5,Other,N/A
R13273,G308,M192,1,T269,T268,P363,T269,P75,P62,Drive,N,N/A,3,Error,P62
R13278,G308,M192,6,T269,T268,P363,T269,P75,P62,Drop,N,N/A,6,Winner,P238
R13279,G308,M192,7,T268,T268,P62,T269,P238,P62,Drop,N,N/A,9,Winner,P62
R13280,G308,M192,8,T269,T268,P62,T269,P75,P62,Drop,N,N/A,8,Winner,P238
R13283,G308,M192,11,T268,T268,P62,T269,P75,P62,Drop,N,N/A,18,Error,P75
R13285,G308,M192,13,T269,T268,P363,T269,P75,P62,Drop,N,N/A,7,Error,P363
R13286,G308,M192,14,T269,T269,P75,T268,P363,P238,Drop,N,N/A,10,Error,P363
R13288,G308,M192,16,T268,T269,P75,T268,P363,P75,Drop,N,N/A,10,Winner,P363
R13290,G308,M192,18,T268,T269,P238,T268,P363,P238,Drop,N,N/A,3,Error,P238
R13291,G308,M192,19,T268,T268,P363,T269,P238,P62,Drop,N,N/A,6,Error,P75
R13293,G308,M192,21,T268,T268,P62,T269,P238,P62,Drop,N,N/A,11,Winner,P62
R13294,G308,M192,22,T269,T268,P62,T269,P75,P62,Drop,N,N/A,3,Error,P62
R13298,G308,M192,26,T269,T269,P75,T268,P62,P75,Drop,N,N/A,19,Winner,P238
R13299,G308,M192,27,T268,T269,P75,T268,P363,P238,Drop,N,N/A,11,Error,P238
R13300,G308,M192,28,T268,T268,P363,T269,P75,P62,Drop,N,N/A,5,Winner,P363
R13301,G308,M192,29,T269,T268,P363,T269,P238,P62,Drop,N,N/A,5,Error,P363
R13302,G308,M192,30,T269,T268,P62,T269,P75,P62,Drop,N,N/A,3,Error,P62
R13305,G308,M192,33,T268,T269,P75,T268,P62,P238,Drop,N,N/A,3,Error,P238
R13306,G308,M192,34,T268,T269,P238,T268,P363,P238,Drop,N,N/A,5,Error,P238
R13307,G308,M192,35,T268,T268,P62,T269,P75,P62,Drop,N,N/A,8,Error,P238
R13308,G308,M192,36,T269,T268,P62,T269,P238,P62,Drive,N,N/A,9,Error,P363
R13310,G308,M192,38,T269,T269,P75,T268,P363,P75,Drive,N,N/A,12,Error,P363
R16684,G389,M253,2,T336,T336,P448,T335,P446,N/A,Drop,N,N/A,22,Error,P449
R16685,G389,M253,3,T335,T336,P448,T335,P449,N/A,Drop,N,N/A,15,Error,P448
R13317,G309,M192,7,T268,T269,P75,T268,P363,P75,Drive,N,N/A,7,Other,N/A
R13321,G309,M192,11,T268,T269,P75,T268,P363,P238,Drop,N,N/A,9,Other,N/A
R13354,G309,M192,44,T268,T269,P238,T268,P363,P238,Drop,N,N/A,7,Other,N/A
R13327,G309,M192,17,T268,T269,P75,T268,P363,P238,Drop,N,N/A,7,Other,N/A
R13318,G309,M192,8,T269,T268,P62,T269,P238,P62,Drive,N,N/A,13,Error,P363
R13329,G309,M192,19,T269,T268,P62,T269,P75,P62,Drop,N,N/A,5,Other,N/A
R13311,G309,M192,1,T269,T269,P75,T268,P363,N/A,Drive,N,N/A,2,Error,P363
R13312,G309,M192,2,T268,T269,P75,T268,P62,P75,Drop,N,N/A,6,Winner,P363
R13313,G309,M192,3,T269,T268,P363,T269,P238,P62,Drop,N,N/A,6,Winner,P75
R13314,G309,M192,4,T268,T268,P62,T269,P75,N/A,Drive,N,N/A,2,Error,P75
R13315,G309,M192,5,T269,T268,P62,T269,P238,P62,Drive,N,N/A,8,Winner,P238
R13316,G309,M192,6,T268,T269,P238,T268,P62,P238,Drop,N,N/A,5,Error,P75
R13334,G309,M192,24,T268,T268,P363,T269,P238,P62,Drop,N,N/A,8,Other,N/A
R13340,G309,M192,30,T268,T268,P62,T269,P238,P62,Drop,N,N/A,6,Error,P75
R13319,G309,M192,9,T269,T268,P363,T269,P75,N/A,N/A,N,N/A,1,Unforced Error,P363
R13320,G309,M192,10,T268,T269,P238,T268,P62,P238,Drop,N,N/A,5,Error,P238
R11853,G273,M168,37,T233,T234,P314,T233,P152,P315,Drop,N,N/A,7,Unforced Error,P314
R11850,G273,M168,34,T234,T234,P315,T233,P313,P315,Drop,N,N/A,35,Other,N/A
R11821,G273,M168,5,T233,T234,P314,T233,P313,P314,Drop,N,N/A,7,Other,N/A
R11840,G273,M168,24,T234,T234,P314,T233,P152,P315,Drop,N,N/A,14,Other,N/A
R11841,G273,M168,25,T234,T234,P314,T233,P313,P314,Drive,N,N/A,8,Unforced Error,P152
R11822,G273,M168,6,T233,T234,P315,T233,P152,P314,Drive,N,N/A,3,Unforced Error,P314
R11843,G273,M168,27,T234,T234,P314,T233,P313,P314,Drive,N,N/A,7,Other,N/A
R11844,G273,M168,28,T234,T234,P314,T233,P152,P315,Drop,N,N/A,5,Other,N/A
R11851,G273,M168,35,T233,T234,P315,T233,P152,P314,Drop,N,N/A,6,Other,N/A
R11835,G273,M168,19,T234,T234,P315,T233,P313,P315,Drive,N,N/A,6,Unforced Error,P152
R11836,G273,M168,20,T233,T234,P315,T233,P152,P315,Drive,N,N/A,13,Other,N/A
R11856,G273,M168,40,T233,T233,P152,T234,P315,P152,Drop,N,N/A,13,Other,N/A
R11819,G273,M168,3,T233,T233,P152,T234,P314,P152,Drop,N,N/A,6,Other,N/A
R11820,G273,M168,4,T234,T233,P152,T234,P315,P313,Drop,N,N/A,9,Error,P152
R11829,G273,M168,13,T233,T233,P313,T234,P315,N/A,Drop,N,N/A,12,Unforced Error,P314
R11839,G273,M168,23,T234,T233,P152,T234,P314,P152,Drop,N,N/A,4,Other,N/A
R11848,G273,M168,32,T233,T233,P313,T234,P314,P313,Drive,N,N/A,9,Other,N/A
R11849,G273,M168,33,T234,T233,P313,T234,P315,P313,Drive,N,N/A,7,Other,N/A
R11817,G273,M168,1,T233,T233,P152,T234,P314,P313,Drop,N,N/A,4,Unforced Error,P314
R11818,G273,M168,2,T233,T233,P152,T234,P315,N/A,Drive,N,N/A,2,Unforced Error,P315
R11823,G273,M168,7,T234,T233,P313,T234,P314,P313,Drive,N,N/A,6,Winner,P314
R11824,G273,M168,8,T233,T233,P152,T234,P315,P152,Drop,N,N/A,13,Winner,P152
R11825,G273,M168,9,T234,T233,P152,T234,P314,P152,Drop,N,N/A,5,Unforced Error,P152
R11826,G273,M168,10,T233,T234,P314,T233,P152,P315,Drop,N,N/A,5,Error,P315
R11827,G273,M168,11,T233,T234,P315,T233,P313,P314,Drop,N,N/A,8,Winner,P152
R11828,G273,M168,12,T234,T233,P152,T234,P314,P313,Drive,N,N/A,3,Unforced Error,P313
R11830,G273,M168,14,T233,T233,P313,T234,P314,P313,Drive,N,N/A,4,Error,P314
R11831,G273,M168,15,T233,T233,P313,T234,P315,N/A,Drive,N,N/A,2,Unforced Error,P315
R11832,G273,M168,16,T234,T233,P313,T234,P314,P313,Drive,N,N/A,3,Unforced Error,P313
R1109,G23,M14,46,T20,T21,P31,T20,P2,P1,Drop,N,N/A,9,Other,N/A
R11833,G273,M168,17,T233,T234,P314,T233,P313,P315,Drop,N,N/A,5,Unforced Error,P315
R11834,G273,M168,18,T234,T234,P315,T233,P152,P314,Drop,N,N/A,6,Unforced Error,P152
R11837,G273,M168,21,T233,T233,P313,T234,P314,N/A,Drive,N,N/A,2,Unforced Error,P314
R11838,G273,M168,22,T234,T233,P313,T234,P315,P313,Drop,N,N/A,5,Unforced Error,P313
R11842,G273,M168,26,T234,T234,P314,T233,P152,P315,Drop,N,N/A,4,Unforced Error,P313
R11845,G273,M168,29,T233,T234,P314,T233,P313,P315,Drop,N,N/A,3,Unforced Error,P315
R11846,G273,M168,30,T233,T234,P315,T233,P152,P315,Drop,N,N/A,7,Unforced Error,P314
R11847,G273,M168,31,T234,T233,P152,T234,P315,P313,Drive,N,N/A,5,Unforced Error,P152
R11852,G273,M168,36,T234,T234,P314,T233,P313,P315,Drop,N,N/A,4,Unforced Error,P313
R11854,G273,M168,38,T233,T233,P313,T234,P315,P152,Drop,N,N/A,4,Unforced Error,P315
R11855,G273,M168,39,T234,T233,P313,T234,P314,P313,Drop,N,N/A,14,Winner,P315
R11876,G274,M169,20,T235,T236,P318,T235,P152,P318,Drive,N,N/A,12,Other,N/A
R11885,G274,M169,29,T236,T236,P317,T235,P316,P318,Drop,N,N/A,6,Other,N/A
R11858,G274,M169,2,T236,T236,P317,T235,P152,P318,Drop,N,N/A,6,Unforced Error,P152
R11859,G274,M169,3,T235,T236,P317,T235,P316,P318,Drop,N,N/A,15,Unforced Error,P318
R11860,G274,M169,4,T235,T236,P318,T235,P152,P318,Drive,N,N/A,9,Error,P318
R11886,G274,M169,30,T235,T236,P317,T235,P152,P318,Drop,N,N/A,3,Unforced Error,P318
R11887,G274,M169,31,T235,T236,P318,T235,P316,P318,Drop,N,N/A,7,Other,N/A
R11891,G274,M169,35,T236,T236,P317,T235,P316,P317,Drive,N,N/A,19,Other,N/A
R11871,G274,M169,15,T235,T235,P316,T236,P317,P152,Drop,N,N/A,22,Other,N/A
R11872,G274,M169,16,T235,T235,P316,T236,P318,P152,Drop,N,N/A,9,Other,N/A
R11874,G274,M169,18,T236,T235,P152,T236,P318,P152,Drive,N,N/A,6,Other,N/A
R11881,G274,M169,25,T235,T235,P152,T236,P317,P316,Drive,N,N/A,9,Other,N/A
R11882,G274,M169,26,T235,T235,P152,T236,P318,P152,Drop,N,N/A,10,Error,P318
R11883,G274,M169,27,T236,T235,P152,T236,P317,P152,Drop,N,N/A,8,Other,N/A
R11889,G274,M169,33,T236,T235,P152,T236,P318,P152,Drive,N,N/A,9,Error,P152
R11890,G274,M169,34,T236,T235,P316,T236,P317,P316,Drive,N,N/A,19,Other,N/A
R11857,G274,M169,1,T236,T235,P152,T236,P317,P152,Drop,N,N/A,9,Error,P316
R11861,G274,M169,5,T236,T235,P152,T236,P318,P152,Drop,N,N/A,7,Error,P152
R11862,G274,M169,6,T235,T235,P316,T236,P317,P152,Drop,N,N/A,6,Unforced Error,P318
R11863,G274,M169,7,T236,T235,P316,T236,P318,P316,Drive,N,N/A,3,Unforced Error,P316
R11864,G274,M169,8,T235,T236,P318,T235,P316,P318,Drop,N,N/A,9,Error,P318
R11865,G274,M169,9,T236,T236,P317,T235,P152,P318,Drop,N,N/A,12,Error,P316
R11866,G274,M169,10,T236,T236,P317,T235,P316,P318,Drop,N,N/A,8,Error,P152
R11867,G274,M169,11,T236,T236,P317,T235,P152,P318,Drop,N,N/A,6,Error,P316
R11868,G274,M169,12,T236,T236,P317,T235,P316,P317,Drop,N,N/A,5,Winner,P317
R11869,G274,M169,13,T236,T236,P317,T235,P152,P318,Drop,N,N/A,9,Winner,P318
R11870,G274,M169,14,T235,T236,P317,T235,P316,P317,Drop,N,N/A,5,Unforced Error,P317
R11873,G274,M169,17,T236,T235,P316,T236,P317,P152,Drive,N,N/A,3,Unforced Error,P316
R11875,G274,M169,19,T235,T236,P317,T235,P316,P318,Drive,N,N/A,9,Error,P318
R11877,G274,M169,21,T235,T235,P316,T236,P317,P316,Drive,N,N/A,4,Unforced Error,P317
R11878,G274,M169,22,T235,T235,P316,T236,P318,P316,Drop,N,N/A,6,Error,P318
R11879,G274,M169,23,T235,T235,P316,T236,P317,P152,Drop,N,N/A,4,Unforced Error,P317
R11880,G274,M169,24,T236,T235,P316,T236,P318,P152,Drop,N,N/A,5,Unforced Error,P152
R11884,G274,M169,28,T236,T236,P317,T235,P152,P318,Drop,N,N/A,6,Error,P316
R11888,G274,M169,32,T235,T235,P152,T236,P317,P316,Drive,N,N/A,4,Unforced Error,P317
R11892,G274,M169,36,T235,T236,P317,T235,P152,P317,Drive,N,N/A,3,Unforced Error,P317
R11893,G274,M169,37,T236,T236,P318,T235,P316,P318,Drop,N,N/A,4,Unforced Error,P316
R11894,G274,M169,38,T235,T236,P318,T235,P152,P318,Drive,N,N/A,4,Winner,P316
R11895,G274,M169,39,T235,T235,P316,T236,P317,P152,Drive,N,N/A,16,Unforced Error,P318
R11896,G274,M169,40,T235,T235,P316,T236,P318,P316,Drive,N,N/A,4,Error,P317
R13322,G309,M192,12,T269,T268,P62,T269,P238,P62,Drop,N,N/A,7,Error,P62
R13323,G309,M192,13,T269,T268,P363,T269,P75,P62,Drop,N,N/A,3,Error,P62
R13324,G309,M192,14,T269,T269,P238,T268,P62,P238,Drop,N,N/A,3,Winner,P238
R13325,G309,M192,15,T268,T269,P238,T268,P363,P238,Drop,N,N/A,5,Error,P75
R13326,G309,M192,16,T269,T269,P75,T268,P62,P75,Drive,N,N/A,5,Winner,P75
R13328,G309,M192,18,T268,T268,P62,T269,P238,P62,Drop,N,N/A,6,Error,P238
R13330,G309,M192,20,T268,T268,P363,T269,P238,P62,Drop,N,N/A,8,Error,P238
R13331,G309,M192,21,T268,T268,P363,T269,P75,N/A,Drive,N,N/A,2,Error,P75
R13332,G309,M192,22,T268,T268,P363,T269,P238,P62,Drop,N,N/A,14,Error,P238
R13333,G309,M192,23,T268,T268,P363,T269,P75,P62,Drop,N,N/A,9,Winner,P62
R13335,G309,M192,25,T269,T268,P363,T269,P75,P62,Drive,N,N/A,3,Error,P62
R13336,G309,M192,26,T268,T269,P238,T268,P62,P238,Drop,N,N/A,5,Error,P238
R13337,G309,M192,27,T269,T269,P75,T268,P363,P238,Drop,N,N/A,8,Error,P62
R13338,G309,M192,28,T269,T269,P75,T268,P62,P238,Drop,N,N/A,4,Error,P62
R13339,G309,M192,29,T268,T269,P75,T268,P363,P238,Drop,N,N/A,9,Error,P238
R13341,G309,M192,31,T269,T268,P62,T269,P75,P62,Drive,N,N/A,3,Error,P62
R13342,G309,M192,32,T268,T268,P363,T269,P238,P62,Drop,N,N/A,8,Error,P75
R13343,G309,M192,33,T269,T268,P363,T269,P75,P62,Drive,N,N/A,8,Winner,P238
R13344,G309,M192,34,T269,T269,P238,T268,P62,P238,Drop,N,N/A,5,Winner,P238
R13345,G309,M192,35,T269,T269,P238,T268,P363,P238,Drive,N,N/A,9,Winner,P238
R13346,G309,M192,36,T269,T269,P238,T268,P62,N/A,Drive,N,N/A,2,Unforced Error,P62
R13347,G309,M192,37,T269,T269,P238,T268,P363,N/A,Drive,N,N/A,2,Unforced Error,P363
R13348,G309,M192,38,T269,T269,P238,T268,P62,P238,Drop,N,N/A,7,Winner,P75
R13349,G309,M192,39,T268,T269,P238,T268,P363,P238,Drop,N,N/A,7,Error,P75
R13350,G309,M192,40,T268,T269,P75,T268,P62,P75,Drive,N,N/A,5,Error,P75
R13351,G309,M192,41,T269,T268,P62,T269,P75,P363,Lob,N,N/A,7,Error,P62
R13352,G309,M192,42,T269,T268,P363,T269,P238,P62,Drop,N,N/A,15,Error,P62
R13353,G309,M192,43,T268,T269,P75,T268,P62,P75,Drive,N,N/A,3,Error,P75
R13355,G309,M192,45,T268,T268,P62,T269,P75,P363,Drive,N,N/A,9,Winner,P62
R13356,G309,M192,46,T268,T268,P62,T269,P238,P62,Drop,N,N/A,6,Error,P75
R13357,G309,M192,47,T268,T268,P62,T269,P75,P62,Drop,N,N/A,18,Error,P75
R15858,G371,M235,18,T159,T322,P432,T159,P197,P432,Drive,N,N/A,6,Winner,P194
R15872,G371,M235,32,T322,T322,P433,T159,P194,P433,Drive,N,N/A,5,Winner,P433
R15841,G371,M235,1,T159,T322,P432,T159,P194,P432,Drop,N,N/A,4,Winner,P194
R15845,G371,M235,5,T159,T322,P432,T159,P197,P433,Drop,N,N/A,3,Error,P433
R15846,G371,M235,6,T159,T322,P433,T159,P194,P433,Drive,N,N/A,3,Error,P433
R15852,G371,M235,12,T322,T322,P432,T159,P194,N/A,N/A,N,N/A,1,Winner,P432
R15853,G371,M235,13,T159,T322,P432,T159,P197,P433,Drive,N,N/A,6,Winner,P194
R15854,G371,M235,14,T159,T322,P433,T159,P194,P433,Drive,N,N/A,13,Error,P433
R15857,G371,M235,17,T159,T322,P433,T159,P194,P433,Drop,N,N/A,5,Error,P433
R15909,G371,M235,69,T322,T322,P432,T159,P194,P432,Drop,N,N/A,7,Winner,P433
R15886,G371,M235,46,T322,T159,P194,T322,P432,P197,Drop,N,N/A,8,Winner,P432
R13390,G310,M192,33,T269,T269,P238,T268,P363,P238,Drive,N,N/A,10,Other,N/A
R13359,G310,M192,2,T269,T269,P75,T268,P363,P238,Drop,N,N/A,8,Error,P62
R13360,G310,M192,3,T268,T269,P75,T268,P62,P238,Drop,N,N/A,5,Error,P75
R13361,G310,M192,4,T268,T269,P238,T268,P363,P238,Drop,N,N/A,5,Error,P238
R13376,G310,M192,19,T268,T269,P238,T268,P363,P238,Drop,N,N/A,3,Error,P238
R13391,G310,M192,34,T268,T269,P238,T268,P62,P238,Drop,N,N/A,7,Error,P238
R13370,G310,M192,13,T268,T268,P363,T269,P75,P62,Drive,N,N/A,14,Error,P75
R13372,G310,M192,15,T268,T268,P363,T269,P75,P62,Drop,N,N/A,8,Other,N/A
R13382,G310,M192,25,T268,T268,P62,T269,P238,P62,Drive,N,N/A,10,Other,N/A
R13358,G310,M192,1,T269,T268,P363,T269,P75,P363,Drop,N,N/A,5,Error,P363
R13362,G310,M192,5,T268,T268,P363,T269,P238,P62,Drop,N,N/A,7,Winner,P363
R13363,G310,M192,6,T269,T268,P363,T269,P75,P62,Drop,N,N/A,6,Winner,P75
R13364,G310,M192,7,T269,T268,P62,T269,P238,P62,Drop,N,N/A,3,Error,P62
R13365,G310,M192,8,T269,T269,P238,T268,P62,P238,Drop,N,N/A,10,Error,P62
R13366,G310,M192,9,T268,T269,P238,T268,P363,P238,Drop,N,N/A,9,Error,P238
R13367,G310,M192,10,T269,T269,P75,T268,P62,P238,Drop,N,N/A,8,Error,P363
R13368,G310,M192,11,T268,T269,P75,T268,P363,P238,Drop,N,N/A,5,Error,P238
R13369,G310,M192,12,T269,T268,P62,T269,P238,P62,Drive,N,N/A,3,Error,P62
R13371,G310,M192,14,T268,T268,P363,T269,P238,P62,Drop,N,N/A,8,Error,P75
R13373,G310,M192,16,T269,T268,P363,T269,P238,P62,Drop,N,N/A,4,Winner,P75
R13374,G310,M192,17,T269,T269,P238,T268,P363,P238,Drop,N,N/A,11,Winner,P238
R13375,G310,M192,18,T269,T269,P238,T268,P62,P238,Drop,N,N/A,12,Error,P62
R13377,G310,M192,20,T268,T269,P75,T268,P62,P75,Drive,N,N/A,7,Error,P75
R13378,G310,M192,21,T268,T268,P363,T269,P238,P62,Drop,N,N/A,16,Error,P238
R13379,G310,M192,22,T268,T268,P363,T269,P75,P62,Drive,N,N/A,12,Error,P238
R13380,G310,M192,23,T269,T268,P363,T269,P238,P62,Drop,N,N/A,3,Error,P62
R13381,G310,M192,24,T268,T268,P62,T269,P75,P62,Drop,N,N/A,4,Error,P238
R13383,G310,M192,26,T269,T268,P62,T269,P75,P62,Drop,N,N/A,7,Error,P363
R13384,G310,M192,27,T268,T269,P238,T268,P363,P238,Drop,N,N/A,5,Error,P238
R13385,G310,M192,28,T268,T269,P75,T268,P62,P75,Drive,N,N/A,11,Error,P238
R13386,G310,M192,29,T269,T268,P363,T269,P238,P62,Drop,N,N/A,3,Error,P62
R13387,G310,M192,30,T269,T268,P62,T269,P75,P62,Drive,N,N/A,3,Error,P62
R13388,G310,M192,31,T269,T269,P238,T268,P363,P238,Drive,N,N/A,11,Winner,P75
R13389,G310,M192,32,T269,T269,P238,T268,P62,N/A,Drive,N,N/A,2,Unforced Error,P62
R13392,G310,M192,35,T268,T269,P75,T268,P363,P238,Drop,N,N/A,8,Winner,P62
R13393,G310,M192,36,T269,T268,P363,T269,P75,P62,Drop,N,N/A,5,Error,P62
R13394,G310,M192,37,T269,T268,P62,T269,P238,P62,Drop,N,N/A,8,Winner,P238
R13395,G310,M192,38,T268,T269,P75,T268,P363,P238,Drop,N,N/A,10,Winner,P62
R13396,G310,M192,39,T269,T269,P238,T268,P62,P238,Drop,N,N/A,10,Error,P62
R13397,G310,M192,40,T269,T269,P238,T268,P363,P238,Drop,N,N/A,10,Error,P363
R13398,G310,M192,41,T269,T269,P238,T268,P62,P238,Drop,N,N/A,5,Winner,P238
R16686,G389,M253,4,T336,T336,P447,T335,P446,N/A,Drop,N,N/A,8,Unforced Error,P449
R11951,G276,M171,2,T239,T240,P152,T239,P321,P152,Drop,N,N/A,8,Other,N/A
R11950,G276,M171,1,T240,T239,P321,T240,P152,P321,Drop,N,N/A,9,Error,P321
R11952,G276,M171,3,T240,T240,P322,T239,P313,P322,Drive,N,N/A,11,Other,N/A
R11965,G276,M171,16,T239,T240,P152,T239,P321,P152,Drop,N,N/A,9,Unforced Error,P152
R11968,G276,M171,19,T239,T240,P322,T239,P313,P322,Drive,N,N/A,9,Error,P152
R11969,G276,M171,20,T239,T239,P321,T240,P152,P321,Drive,N,N/A,9,Other,N/A
R11975,G276,M171,26,T240,T239,P313,T240,P322,P313,Drive,N,N/A,13,Error,P313
R11988,G276,M171,39,T240,T240,P322,T239,P321,P152,Drop,N,N/A,17,Winner,P322
R11991,G276,M171,42,T240,T240,P322,T239,P313,P152,Drop,N,N/A,6,Error,P313
R11953,G276,M171,4,T240,T240,P322,T239,P321,P322,Drive,N,N/A,4,Error,P313
R11954,G276,M171,5,T239,T240,P322,T239,P313,P152,Drop,N,N/A,3,Unforced Error,P152
R11955,G276,M171,6,T239,T239,P321,T240,P152,P321,Drop,N,N/A,20,Error,P152
R11956,G276,M171,7,T240,T239,P321,T240,P322,P321,Drop,N,N/A,5,Unforced Error,P313
R11957,G276,M171,8,T240,T239,P313,T240,P152,P321,Drop,N,N/A,5,Unforced Error,P321
R11958,G276,M171,9,T239,T240,P152,T239,P313,P152,Drop,N,N/A,7,Error,P152
R11959,G276,M171,10,T239,T240,P322,T239,P321,P322,Drive,N,N/A,7,Unforced Error,P322
R11960,G276,M171,11,T240,T239,P313,T240,P152,P321,Drop,N,N/A,7,Unforced Error,P313
R11961,G276,M171,12,T239,T239,P321,T240,P322,P321,Drop,N,N/A,8,Error,P322
R11962,G276,M171,13,T240,T239,P321,T240,P152,P313,Drive,N,N/A,13,Unforced Error,P313
R11963,G276,M171,14,T240,T240,P152,T239,P321,P322,Lob,N,N/A,14,Error,P313
R11964,G276,M171,15,T240,T240,P152,T239,P313,P152,Drop,N,N/A,14,Unforced Error,P313
R11966,G276,M171,17,T240,T240,P322,T239,P313,P322,Drive,N,N/A,2,Unforced Error,P313
R11967,G276,M171,18,T240,T240,P322,T239,P321,P322,Drop,N,N/A,10,Error,P313
R11970,G276,M171,21,T240,T239,P321,T240,P322,P321,Drop,N,N/A,9,Error,P313
R11971,G276,M171,22,T240,T239,P313,T240,P152,P321,Drop,N,N/A,11,Unforced Error,P321
R11972,G276,M171,23,T239,T240,P152,T239,P313,P152,Drop,N,N/A,5,Error,P152
R11973,G276,M171,24,T239,T240,P322,T239,P321,P152,Drop,N,N/A,7,Unforced Error,P152
R11974,G276,M171,25,T239,T239,P313,T240,P152,N/A,Drive,N,N/A,2,Unforced Error,P152
R11976,G276,M171,27,T239,T239,P321,T240,P152,P313,Drop,N,N/A,16,Error,P322
R1114,G23,M14,51,T20,T21,P1,T20,P30,P1,Drive,N,N/A,9,Other,N/A
R11977,G276,M171,28,T239,T239,P321,T240,P322,P321,Drop,N,N/A,6,Error,P152
R11978,G276,M171,29,T239,T239,P321,T240,P152,P313,Drop,N,N/A,6,Unforced Error,P322
R11979,G276,M171,30,T239,T239,P321,T240,P322,P321,Drive,N,N/A,2,Unforced Error,P322
R11980,G276,M171,31,T240,T239,P321,T240,P152,P313,Drop,N,N/A,11,Unforced Error,P321
R11981,G276,M171,32,T240,T240,P152,T239,P321,P152,Drop,N,N/A,10,Unforced Error,P313
R11982,G276,M171,33,T239,T240,P152,T239,P313,P152,Drive,N,N/A,5,Unforced Error,P322
R11983,G276,M171,34,T239,T240,P322,T239,P321,P322,Drive,N,N/A,7,Unforced Error,P322
R11984,G276,M171,35,T239,T239,P321,T240,P322,P313,Drive,N,N/A,4,Error,P152
